Модель	";"	Активен	";"	Описание	";"	Изображение	";"	Производитель	";"	артикул	";"	количество	";"	Метки	";"	Состояние 	"
1001HG(左)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"	http://pex8.com/img/16/149.jpg	";"	Shimano	";"	02887 7	";"	100	";"	мультипликаторная катушка	";"new"
1500PG(右)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"	http://pex8.com/img/16/150.jpg	";"	Shimano	";"	02746 7	";"	100	";"	мультипликаторная катушка	";"new"
1501PG(左)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"	http://pex8.com/img/16/150.jpg	";"	Shimano	";"	02889 1	";"	100	";"	мультипликаторная катушка	";"new"
1500HG(右)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"	http://pex8.com/img/16/150.jpg	";"	Shimano	";"	02745 0	";"	100	";"	мультипликаторная катушка	";"new"
1501HG(左)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"	http://pex8.com/img/16/150.jpg	";"	Shimano	";"	02888 4	";"	100	";"	мультипликаторная катушка	";"new"
2000NR-PG(右)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"		";"	Shimano	";"	02763 4	";"	100	";"	мультипликаторная катушка	";"new"
2001NR-PG(左)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"	http://pex8.com/img/16/151.jpg	";"	Shimano	";"	02891 4	";"	100	";"	мультипликаторная катушка	";"new"
2000NR-HG(右)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"		";"	Shimano	";"	02762 7	";"	100	";"	мультипликаторная катушка	";"new"
2001NR-HG(左)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"		";"	Shimano	";"	02890 7	";"	100	";"	мультипликаторная катушка	";"new"
3000HG(右)	";"	1	";"	"●大径ドライブギア採用。スロー系ジギングの基本動作である、リールによるジグの初動をつけやすく、高い操作性を生み出す。
●X-SHIP搭載によりギアの噛み合わせ精度が高く、リーリング時のギアノイズを大幅に減少。リーリング感度に優れるため、ショートバイトも感知可能。
●スムーズで引っ掛かりの少ない滑り出しと高耐久性を兼ね備えるカーボンクロスワッシャを採用。感度を重視し細PEを使うことが多いスロー系ジギングでも、安心のやり取りを可能にしている。
●スーパーフリースプール搭載。スロー系ジギングで重視される素早い底取り、フォール中の繊細なバイト感知を実現している。
●スプールロック機構搭載。スロー系ジギングでは避けられない根掛かりも一発でカット可能。"	";"	http://pex8.com/img/16/148.jpg	";"	Shimano	";"	03784 8	";"	100	";"	мультипликаторная катушка	";"new"
SALTY ONE HG 右	";"	1	";"	超高強度真鍮大径ドライブギアと錆びに強いS A-RB搭載により、力強くスムーズな巻上げを実現。また、スーパーフリースプール搭載により、キャスト飛距離の向上と、ジグ・カブラのスムーズなフォールと底取り性を両立。HG、PG両モデルとも濡れても滑りにくく、指のフィットに優れたEVAハンドルノブを搭載。ショアのロックフィッシュからオフショアのライトジギングまで幅広く対応できます。	";"	http://pex8.com/img/16/161.jpg	";"	Shimano	";"	02781 8	";"	100	";"	мультипликаторная катушка	";"new"
SALTY ONE HG 左	";"	1	";"	超高強度真鍮大径ドライブギアと錆びに強いS A-RB搭載により、力強くスムーズな巻上げを実現。また、スーパーフリースプール搭載により、キャスト飛距離の向上と、ジグ・カブラのスムーズなフォールと底取り性を両立。HG、PG両モデルとも濡れても滑りにくく、指のフィットに優れたEVAハンドルノブを搭載。ショアのロックフィッシュからオフショアのライトジギングまで幅広く対応できます。	";"	http://pex8.com/img/16/161.jpg	";"	Shimano	";"	02782 5	";"	100	";"	мультипликаторная катушка	";"new"
SALTY ONE PG 右	";"	1	";"	超高強度真鍮大径ドライブギアと錆びに強いS A-RB搭載により、力強くスムーズな巻上げを実現。また、スーパーフリースプール搭載により、キャスト飛距離の向上と、ジグ・カブラのスムーズなフォールと底取り性を両立。HG、PG両モデルとも濡れても滑りにくく、指のフィットに優れたEVAハンドルノブを搭載。ショアのロックフィッシュからオフショアのライトジギングまで幅広く対応できます。	";"	http://pex8.com/img/16/161.jpg	";"	Shimano	";"	02783 2	";"	100	";"	мультипликаторная катушка	";"new"
SALTY ONE PG 左	";"	1	";"	超高強度真鍮大径ドライブギアと錆びに強いS A-RB搭載により、力強くスムーズな巻上げを実現。また、スーパーフリースプール搭載により、キャスト飛距離の向上と、ジグ・カブラのスムーズなフォールと底取り性を両立。HG、PG両モデルとも濡れても滑りにくく、指のフィットに優れたEVAハンドルノブを搭載。ショアのロックフィッシュからオフショアのライトジギングまで幅広く対応できます。	";"	http://pex8.com/img/16/161.jpg	";"	Shimano	";"	02784 9	";"	100	";"	мультипликаторная катушка	";"new"
スコーピオンDC（右）	";"	1	";"	シマノ伝統のベーシックモデルに、デジタルコントロールブレーキ「I-DC+」を搭載した［スコーピオンDC］。「I-DC4」と「DC+」の長所を融合させ、フルオートマチックなブレーキ調整を可能とした「DC+」。さらに従来の光センサを磁気センサとすることで、軽量化と耐水性のアップにも成功しました。また、「DC+」と同様に使用ラインに合わせて調節するモードは、「I-DC4」よりも少ない3種類。この3種類を使用ラインに合わせて選ぶだけでほとんどの状況に対応。アングラーによる微調整を必要とせず、オートマチックにブレーキ力をコントロールします。モードはナイロンラインに対応する「I-N」、フロロカーボンラインに対応する「I-F」に加えて、2.25号の「Power Pro」を基準にセッティングしたPEラインに対応する「I-P」を装備。ベイトリールではキャスティングが難しかったPEラインをDCが緻密にコントロールすることで、バックラッシュを未然に防止して飛距離を伸ばします。さらにDCの機能を、ベーシックモデルとしてのプライスでより身近にしました。	";"	http://pex8.com/img/16/166.jpg	";"	Shimano	";"	02704 7	";"	100	";"	мультипликаторная катушка	";"new"
スコーピオンDC（左）	";"	1	";"	シマノ伝統のベーシックモデルに、デジタルコントロールブレーキ「I-DC+」を搭載した［スコーピオンDC］。「I-DC4」と「DC+」の長所を融合させ、フルオートマチックなブレーキ調整を可能とした「DC+」。さらに従来の光センサを磁気センサとすることで、軽量化と耐水性のアップにも成功しました。また、「DC+」と同様に使用ラインに合わせて調節するモードは、「I-DC4」よりも少ない3種類。この3種類を使用ラインに合わせて選ぶだけでほとんどの状況に対応。アングラーによる微調整を必要とせず、オートマチックにブレーキ力をコントロールします。モードはナイロンラインに対応する「I-N」、フロロカーボンラインに対応する「I-F」に加えて、2.25号の「Power Pro」を基準にセッティングしたPEラインに対応する「I-P」を装備。ベイトリールではキャスティングが難しかったPEラインをDCが緻密にコントロールすることで、バックラッシュを未然に防止して飛距離を伸ばします。さらにDCの機能を、ベーシックモデルとしてのプライスでより身近にしました。	";"	http://pex8.com/img/16/166.jpg	";"	Shimano	";"	02705 4	";"	100	";"	мультипликаторная катушка	";"new"
スコーピオンDC7（右）	";"	1	";"	シマノ伝統のベーシックモデルに、デジタルコントロールブレーキ「I-DC+」を搭載した［スコーピオンDC］。「I-DC4」と「DC+」の長所を融合させ、フルオートマチックなブレーキ調整を可能とした「DC+」。さらに従来の光センサを磁気センサとすることで、軽量化と耐水性のアップにも成功しました。また、「DC+」と同様に使用ラインに合わせて調節するモードは、「I-DC4」よりも少ない3種類。この3種類を使用ラインに合わせて選ぶだけでほとんどの状況に対応。アングラーによる微調整を必要とせず、オートマチックにブレーキ力をコントロールします。モードはナイロンラインに対応する「I-N」、フロロカーボンラインに対応する「I-F」に加えて、2.25号の「Power Pro」を基準にセッティングしたPEラインに対応する「I-P」を装備。ベイトリールではキャスティングが難しかったPEラインをDCが緻密にコントロールすることで、バックラッシュを未然に防止して飛距離を伸ばします。さらにDCの機能を、ベーシックモデルとしてのプライスでより身近にしました。	";"	http://pex8.com/img/16/167.jpg	";"	Shimano	";"	02706 1	";"	100	";"	мультипликаторная катушка	";"new"
スコーピオンDC7（左）	";"	1	";"	シマノ伝統のベーシックモデルに、デジタルコントロールブレーキ「I-DC+」を搭載した［スコーピオンDC］。「I-DC4」と「DC+」の長所を融合させ、フルオートマチックなブレーキ調整を可能とした「DC+」。さらに従来の光センサを磁気センサとすることで、軽量化と耐水性のアップにも成功しました。また、「DC+」と同様に使用ラインに合わせて調節するモードは、「I-DC4」よりも少ない3種類。この3種類を使用ラインに合わせて選ぶだけでほとんどの状況に対応。アングラーによる微調整を必要とせず、オートマチックにブレーキ力をコントロールします。モードはナイロンラインに対応する「I-N」、フロロカーボンラインに対応する「I-F」に加えて、2.25号の「Power Pro」を基準にセッティングしたPEラインに対応する「I-P」を装備。ベイトリールではキャスティングが難しかったPEラインをDCが緻密にコントロールすることで、バックラッシュを未然に防止して飛距離を伸ばします。さらにDCの機能を、ベーシックモデルとしてのプライスでより身近にしました。	";"	http://pex8.com/img/16/167.jpg	";"	Shimano	";"	02707 8	";"	100	";"	мультипликаторная катушка	";"new"
バスワンXT（右）	";"	1	";"	ロープライスなこのクラスとしては破格の「SVS」を装備。スプールはバスフィッシングのスタンダードともいえる3/8oz前後のルアーを、最もオールラウンドに使える34mm径。さらに回転バランスを追求したアルミマシンカットタイプのスーパーチューニングスプールを採用しました。実力派のエントリーモデルとして、価格以上の性能と価値を持たせた本格仕様のベイトリールです。	";"	http://pex8.com/img/16/174.jpg	";"	Shimano	";"	02678 1	";"	100	";"	мультипликаторная катушка	";"new"
バスワンXT（左）	";"	1	";"	ロープライスなこのクラスとしては破格の「SVS」を装備。スプールはバスフィッシングのスタンダードともいえる3/8oz前後のルアーを、最もオールラウンドに使える34mm径。さらに回転バランスを追求したアルミマシンカットタイプのスーパーチューニングスプールを採用しました。実力派のエントリーモデルとして、価格以上の性能と価値を持たせた本格仕様のベイトリールです。	";"	http://pex8.com/img/16/173.jpg	";"	Shimano	";"	02679 8	";"	100	";"	мультипликаторная катушка	";"new"
200PG（右）	";"	1	";"	レベルワインドとスプールを非連動式にしたスーパーフリースプール搭載。軽量ジグ・カブラでも素早いフォールが可能です。また、ナロースプールの採用、およびレベルワインド位置の再検討により、ラインガイドとラインの放出角度をなだらかにし、ラインへの負荷を軽減。さらにカーボンクロスワッシャ搭載により、引っ掛かりのないシルキーなドラグ性能を実現。「オシア カルカッタ」の堅牢性・操作性を堪能してください。	";"	http://pex8.com/img/16/180.jpg	";"	Shimano	";"	02916 4	";"	100	";"	мультипликаторная катушка	";"new"
201PG（左）	";"	1	";"	レベルワインドとスプールを非連動式にしたスーパーフリースプール搭載。軽量ジグ・カブラでも素早いフォールが可能です。また、ナロースプールの採用、およびレベルワインド位置の再検討により、ラインガイドとラインの放出角度をなだらかにし、ラインへの負荷を軽減。さらにカーボンクロスワッシャ搭載により、引っ掛かりのないシルキーなドラグ性能を実現。「オシア カルカッタ」の堅牢性・操作性を堪能してください。	";"	http://pex8.com/img/16/180.jpg	";"	Shimano	";"	02917 1	";"	100	";"	мультипликаторная катушка	";"new"
200HG（右	";"	1	";"	レベルワインドとスプールを非連動式にしたスーパーフリースプール搭載。軽量ジグ・カブラでも素早いフォールが可能です。また、ナロースプールの採用、およびレベルワインド位置の再検討により、ラインガイドとラインの放出角度をなだらかにし、ラインへの負荷を軽減。さらにカーボンクロスワッシャ搭載により、引っ掛かりのないシルキーなドラグ性能を実現。「オシア カルカッタ」の堅牢性・操作性を堪能してください。	";"	http://pex8.com/img/16/182.jpg	";"	Shimano	";"	02778 8	";"	100	";"	мультипликаторная катушка	";"new"
201HG（左	";"	1	";"	レベルワインドとスプールを非連動式にしたスーパーフリースプール搭載。軽量ジグ・カブラでも素早いフォールが可能です。また、ナロースプールの採用、およびレベルワインド位置の再検討により、ラインガイドとラインの放出角度をなだらかにし、ラインへの負荷を軽減。さらにカーボンクロスワッシャ搭載により、引っ掛かりのないシルキーなドラグ性能を実現。「オシア カルカッタ」の堅牢性・操作性を堪能してください。	";"	http://pex8.com/img/16/182.jpg	";"	Shimano	";"	02779 5	";"	100	";"	мультипликаторная катушка	";"new"
300HG（右）	";"	1	";"	レベルワインドとスプールを非連動式にしたスーパーフリースプール搭載。軽量ジグ・カブラでも素早いフォールが可能です。また、ナロースプールの採用、およびレベルワインド位置の再検討により、ラインガイドとラインの放出角度をなだらかにし、ラインへの負荷を軽減。さらにカーボンクロスワッシャ搭載により、引っ掛かりのないシルキーなドラグ性能を実現。「オシア カルカッタ」の堅牢性・操作性を堪能してください。	";"	http://pex8.com/img/16/179.jpg	";"	Shimano	";"	03058 0	";"	100	";"	мультипликаторная катушка	";"new"
301HG（左	";"	1	";"	レベルワインドとスプールを非連動式にしたスーパーフリースプール搭載。軽量ジグ・カブラでも素早いフォールが可能です。また、ナロースプールの採用、およびレベルワインド位置の再検討により、ラインガイドとラインの放出角度をなだらかにし、ラインへの負荷を軽減。さらにカーボンクロスワッシャ搭載により、引っ掛かりのないシルキーなドラグ性能を実現。「オシア カルカッタ」の堅牢性・操作性を堪能してください。	";"	http://pex8.com/img/16/179.jpg	";"	Shimano	";"	03059 7	";"	100	";"	мультипликаторная катушка	";""
